shop,address,tel
(有)芝自動車整備工場 ロータス隼人店,鹿児島県霧島市隼人町内1503-1,0995-43-8010
(有)徳光自動車商会,鹿児島県霧島市隼人町内山田4-23-5,0995-42-1110
テクニカルワークスＨＤＳ,鹿児島県霧島市隼人町姫城2413-3,0995-73-3864
(株)カーライフ鹿児島,鹿児島県鹿児島市与次郎1-9,099-250-1200
(株)キタゾノ JU鹿児島カーパーク,鹿児島県鹿児島市与次郎2-5-37,099-261-8881
(株)カーズビー ＪＵカーパーク店,鹿児島県鹿児島市与次郎2-5-37,099-214-0007
(株)新園自動車 ＪＵ鹿児島カーパーク店,鹿児島県鹿児島市与次郎2丁目5-37,099-285-3335
(株)セレクト ＪＵカーパーク店,鹿児島県鹿児島市与次郎2丁目5-37,099-258-6019
(株)カーシティー鹿児島 ＪＵカーパーク店,鹿児島県鹿児島市与次郎２丁目５－３７,099-296-8100
(株)ＹＲＣ ＪＵカーパーク店,鹿児島県鹿児島市与次郎２丁目５－３７,099-258-6627
(株)チャレンジ  チャレンジオート 与次郎店,鹿児島県鹿児島市与次郎２丁目５－３７　ＭＢＣグラウンド内,099-296-9341
(有)前田辰男商会,鹿児島県鹿児島市中山町2159-3,099-268-8315
(有)フレンドモーター,鹿児島県鹿児島市伊敷8-20-15,099-228-5939
カーメイト鹿児島,鹿児島県鹿児島市和田1-31-30,099-263-3456
(株)福元輪業,鹿児島県鹿児島市城南町6番29-2号,099-226-0873
(株)チャレンジ,鹿児島県鹿児島市宇宿2-13-30,099-257-7033
(株)カーシティー鹿児島,鹿児島県鹿児島市山田町1991-12,099-275-7700
(株)ＹＲＣ,鹿児島県鹿児島市山田町６８５番地,099-296-8811
(有)福重モーターランド 車展示場,鹿児島県鹿児島市川上町2046-1,099-243-3907
(株)リライトガレージ 東開店,鹿児島県鹿児島市東開町13-43,099-203-0277
(株)新園自動車 オートピア２１店,鹿児島県鹿児島市東開町5-17,099-263-5557
(株)カーズビー,鹿児島県鹿児島市東開町5-17,099-230-0202
(株)セレクト,鹿児島県鹿児島市東開町5番7,099-210-5083
(株)カーシティー鹿児島 コアラクラブ鹿児島紫原店,鹿児島県鹿児島市紫原4丁目32-11,099-297-6400
(株)キタゾノ,鹿児島県鹿児島市谷山港2-4-21,099-261-8881
(株)中窪自動車,鹿児島県鹿屋市吾平町上名235-2,0994-58-6500
(有)ナカダ自動車商会 うるま店,沖縄県うるま市兼箇段1339-1,098-979-8170
(有)マルキ自動車 田場店,沖縄県うるま市栄野比784-12,098-972-7375
オートガレージフラップ,沖縄県中頭郡北中城村熱田２０６０－６,098-982-0235
オートカルチェ,沖縄県中頭郡北中城村瑞慶覧641,098-933-3556
(株)ＫＡＺ－ＰＲＯｊＥＣＴ ＫＲＥｉＳ クライス,沖縄県中頭郡北谷町北谷2丁目6番地2,098-921-7123
(有)ナカダ自動車商会,沖縄県中頭郡嘉手納町字兼久370-1,098-956-4602
ケンプス・カデナ,沖縄県中頭郡嘉手納町水釜150,098-957-0804
(有)アズマックス,沖縄県中頭郡西原町上原2-29-8,098-882-8350
オートスピードあい アップル琉大前店,沖縄県中頭郡西原町上原2-7-7,098-882-8485
オートスピードあい 本店工場,沖縄県中頭郡西原町内間４１２－３,098-882-8146
スピードオート,沖縄県中頭郡西原町字上原1-10-27,098-946-0821
(有)幸洋自動車販売,沖縄県中頭郡西原町字上原2-16-6,098-945-0260
(有)昭南自動車商会,沖縄県中頭郡西原町字上原2-19-5,098-944-3020
(有)西平自動車商会,沖縄県中頭郡西原町字上原2-7-6,098-882-9644
カーステーション プラスＯＮＥ,沖縄県中頭郡西原町字上原2-9-14,098-944-6019
(有)サン・オキナワ自販,沖縄県中頭郡西原町字上原93番地,098-946-0700
古堅モータース 古堅店,沖縄県中頭郡読谷村字古堅850-1,098-957-4649
(有)琉朝自動車商会 本店,沖縄県中頭郡読谷村字楚辺1509-2,098-957-6555
(有)ケイエム自動車,沖縄県宜野湾市上原1-4-5,098-893-3108
(有)ナカダ自動車商会 大謝名店,沖縄県宜野湾市大謝名5丁目17-8,098-988-3740
カーショップＨｉｒｏ,沖縄県宜野湾市神山1-3-2,098-892-5378
(有)ケーワン,沖縄県宜野湾市赤道1-5-10,098-892-8805
(有)タワタ自動車とよみステージ,沖縄県宜野湾市長田1-10-1,098-892-3302
(株)ミカタ ミカタモータース,沖縄県宮古島市平良字下里２１３９,0980-79-0200
(株)ラッキー自動車商会,沖縄県島尻郡八重瀬町字外間169-1,098-998-8600
(株)ラッキー自動車商会 本店 中古車部,沖縄県島尻郡八重瀬町字外間169-1 本社内,098-998-7788
(株)ラッキー自動車商会 ラッキーカーステーション那覇,沖縄県島尻郡南風原町字津嘉山１７４１,098-889-0403
(株)又吉自動車商会,沖縄県沖縄市与儀1-28-3,098-933-6868
オートショップクリア,沖縄県沖縄市与儀１丁目１０－２,098-930-2110
(有)上原自動車,沖縄県沖縄市字松本7-1-8,098-937-2125
カーショップＪＵＳＴ,沖縄県沖縄市松本5-19-5,098-960-6573
ヒロオートセールス,沖縄県沖縄市比屋根7-31-5,098-932-0788
カーコネクションＸ,沖縄県沖縄市知花5-38-20,098-939-2992
(有)琉朝自動車商会 コザ店,沖縄県沖縄市知花２丁目１０－７,098-989-9735
(株)ラッキー自動車商会 首里店,沖縄県那覇市首里島掘町2-22,098-871-4394
